id;aktion;stufe;fach;bereich;typ;kategorie;grund;ersatz
K-GK-104;korrigiert;Themenpaket K-B;5;Güterkraftverkehrsrecht;mc;;Rechtsstand 27.02.2026: Verweis auf die entfallene „Erlaubnis nach § 3 GüKG“ entfernt, Übergangsregel ergänzt. Optionslängen angeglichen (richtige Option war auffällig länger).;
K-GK-105;korrigiert;Themenpaket K-B;5;Güterkraftverkehrsrecht;mc;;"Richtige Option war fast doppelt so lang wie die Distraktoren; gekürzt.";
K-GK-107;korrigiert;Dubletten;5;Güterkraftverkehrsrecht;mc;;Viertägige Karenzzeit nach dem Mobilitätspaket (aus K-ZO-107) und Artikel ergänzt.;
K-GK-111;korrigiert;Dubletten;5;Güterkraftverkehrsrecht;mc;;Vergleich mit Art. 23 Abs. 5 CMR (einfache Fracht) aus K-VE-118 ergänzt.;
K-GK-112;korrigiert;Themenpaket K-B;5;Güterkraftverkehrsrecht;mc;;Rechtsstand 27.02.2026: Distraktor nannte die entfallene „Erlaubnis nach § 3 GüKG“.;
K-GK-116;korrigiert;Dubletten;5;Güterkraftverkehrsrecht;mc;;"Rechtsstand 2026: Seit dem 27.02.2026 (Zweites Gesetz zur Änderung des GüKG) gibt es keine nationale Erlaubnis mehr; § 3 GüKG verlangt für innerstaatliche und grenzüberschreitende Beförderungen die EU-Gemeinschaftslizenz (bis zu 10 Jahre). Frage, w und Erklärung angepasst, Voraussetzungen aus K-GK-102 ergänzt.";
K-GK-117;korrigiert;Themenpaket K-B;5;Güterkraftverkehrsrecht;mc;;"Rechtsstand 27.02.2026: „Erlaubnis bzw. Gemeinschaftslizenz“ → nur noch Gemeinschaftslizenz; Beträge der finanziellen Leistungsfähigkeit ergänzt.";
K-GK-121;korrigiert;Themenpaket K-B;5;Güterkraftverkehrsrecht;mc;;"Richtige Option war fast doppelt so lang wie die Distraktoren; Optionen angeglichen.";
K-GK-123;korrigiert;Dubletten;5;Güterkraftverkehrsrecht;mc;;Erklärung um SZR-Definition, HGB-Haftungskorridor 2–40 SZR/kg (§ 449 HGB) und 17 SZR/kg im Eisenbahnverkehr (aus K-ZO-101) ergänzt.;
K-GK-124;korrigiert;Themenpaket K-B;5;Güterkraftverkehrsrecht;mc;;Ministeriumsbezeichnung aktualisiert (seit 2025 Bundesministerium für Verkehr statt BMDV).;
K-GK-125;korrigiert;Optionslängen;5;Güterkraftverkehrsrecht;mc;;"Empfänger und Pflicht des Absenders (Fracht) aus der richtigen Option gestrichen, stehen in der Erklärung; Lagervertrag-Distraktor ergänzt";
PX-K-011;korrigiert;Themenpaket K-B;5;Güterkraftverkehrsrecht;mc→open;;"In prüfungsnahe offene Aufgabe umgewandelt (Prüfung verlangt die Erläuterung aller Voraussetzungen, 15 P); MC prüfte nur eine Voraussetzung gegen abwegige Distraktoren, ohne w.";
PX-K-014;korrigiert;Themenpaket K-B;5;Güterkraftverkehrsrecht;mc;;Fehlende w ergänzt.;
PX-K-020;korrigiert;Themenpaket K-B;5;Güterkraftverkehrsrecht;mc;;"Richtige Option vermischte „Erlaubnisausfertigung“ (nationales Recht, seit 27.02.2026 entfallen) mit der beglaubigten Kopie der Gemeinschaftslizenz; w ergänzt. Optionslängen angeglichen (richtige Option war auffällig länger).";
K-GK-601;neu;Themenpaket K-B;5;Güterkraftverkehrsrecht;open;;Lücke: Berechtigungen und ausstellende Behörden national, EU, Drittstaaten nach Rechtsstand 2026 (P-FT-20230515 Aufg. 2b);
K-GK-602;neu;Themenpaket K-B;5;Güterkraftverkehrsrecht;open;;"Lücke: Anwendung der Kabotageregeln einschließlich Karenzzeit an einem Fall (Kabotage laut Rahmenplan; Genehmigungen P-FT-20230515 Aufg. 2)";
K-GK-603;neu;Themenpaket K-B;5;Güterkraftverkehrsrecht;calc;;"Lücke: Anwendung der Haftungsbegrenzung nach HGB/CMR als Rechenaufgabe (Frachtrecht laut Rahmenplan; bisher nur MC zum Wert 8,33 SZR)";
K-KV-102;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;"Dublette: 40-Fuß-Container = 2 TEU; wie im Dubletten-Durchgang (DUP-2) wird K-CN-115 behalten.";K-CN-115
K-KV-103;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;Dublette: 44 t im KV-Vor- und Nachlauf wird in K-KV-126 geprüft.;K-KV-126
K-KV-109;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;Dublette: ökologischer Vorteil des KV (CO₂ je tkm) wird in K-KV-128 geprüft, das der Dubletten-Durchgang behält.;K-KV-128
K-KV-115;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;Dublette: Merkmal des Kombinierten Verkehrs wird in K-KV-101 geprüft.;K-KV-101
K-KV-116;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;Dublette: unbegleiteter KV wird in K-KV-105 geprüft.;K-KV-105
K-KV-117;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;"Dublette: Rollende Landstraße; wie im Dubletten-Durchgang (DUP-2) wird K-KV-104 behalten.";K-KV-104
K-KV-118;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;"Dublette: Wechselbrücke vs. ISO-Container; wie im Dubletten-Durchgang (DUP-2) wird K-KV-106 behalten.";K-KV-106
K-KV-119;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;Dublette: Kranbarkeit von Sattelanhängern wird in K-KV-107 geprüft.;K-KV-107
K-KV-121;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;Dublette: 44 t im KV-Vor- und Nachlauf wird in K-KV-126 geprüft.;K-KV-126
K-KV-122;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;"Dublette: ökologischer Vorteil des KV; wie im Dubletten-Durchgang (DUP-2) wird K-KV-128 behalten.";K-KV-128
K-KV-123;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;Dublette: unbegleiteter KV wird in K-KV-105 geprüft.;K-KV-105
K-KV-124;gelöscht;Themenpaket K-C;5;Kombinierter Verkehr;mc;Dublette;"Dublette/Spezialwissen: Kranbarkeit wird in K-KV-107 geprüft; UIC-Codierung ist Detailwissen ohne Prüfungsbezug.";K-KV-107
K-KV-101;korrigiert;Optionslängen;5;Kombinierter Verkehr;mc;;"Richtige Option gekürzt (Hauptlauf-Definition und Verkehrsträger in die Erklärung); Absolutwörter bei Distraktoren entfernt";
K-KV-105;korrigiert;Optionslängen;5;Kombinierter Verkehr;mc;;Beispielklammer (Ladeeinheiten) aus der richtigen Option in die Erklärung verschoben;
K-KV-108;korrigiert;Optionslängen;5;Kombinierter Verkehr;mc;;"Richtige Option gestrafft; Zuordnung Vorlauf/Nachlauf steht in der Erklärung";
K-KV-120;korrigiert;Themenpaket K-C;5;Kombinierter Verkehr;mc;;Distraktoren ohne Begründung (w).;
K-KV-125;korrigiert;Themenpaket K-C;5;Kombinierter Verkehr;mc;;Fachlich ungenau: Die 150-km-Grenze der RL 92/106/EWG gilt nur für den Hafen-Straße-Verkehr, beim Schienenverkehr führt der Vorlauf zum nächstgelegenen geeigneten Bahnhof. Frage als Situation präzisiert, Distraktoren mit typischen Verwechslungen (100 km Hauptlauf, 200 km StVO).;
K-KV-126;korrigiert;Themenpaket K-C;5;Kombinierter Verkehr;mc;;"Rechtsgrundlage ungenau: Die 44 t im KV-Vor- und Nachlauf folgen für Fahrzeugkombinationen mit mehr als vier Achsen aus der 53. Ausnahmeverordnung zur StVZO (bei Sattelkraftfahrzeugen mit Container auch § 34 Abs. 6 Nr. 6 StVZO); w zu 42 t korrigiert.";
K-KV-128;korrigiert;Optionslängen;5;Kombinierter Verkehr;mc;;"Begründung (energieeffiziente elektrische Schiene) aus der richtigen Option gestrichen, steht in der Erklärung; Absolutwörter bei Distraktoren entfernt";
K-KV-601;neu;Themenpaket K-C;5;Kombinierter Verkehr;open;;Lücke: Entscheidung Straße vs. Kombinierter Verkehr mit Vor- und Nachteilen (Argumentationsaufgabe wie P-FT-20230515 Aufg. 1f/3b);
K-LS-107;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): Bedeutung von LC; K-LS-125 mit den typischen Verwechslungen STF, SHF, Bruchkraft (wie DUP-2).";K-LS-125
K-LS-108;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): Bedeutung von STF; K-LS-126 mit Distraktor SHF.";K-LS-126
K-LS-121;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): Inhalt der VDI 2700; DUP-2 hat K-LS-110 als Referenz überarbeitet.";K-LS-110
K-LS-122;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Beschleunigungsbeiwert 0,8 nach vorn.;K-LS-102
K-LS-123;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Beiwert 0,5 nach hinten und zur Seite.;K-LS-103
K-LS-124;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Reibbeiwert 0,6 für RH-Material (wie DUP-2).;K-LS-109
K-LS-128;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): Prinzip des Niederzurrens (Kraftschluss); in K-LS-144 enthalten.";K-LS-144
K-LS-139;gelöscht;Themenpaket K-B;5;Ladungssicherung;calc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: triviale Division der Gesamtvorspannkraft durch die Gurtzahl; die vollständige Niederzurrrechnung steht in K-LS-138 und K-LS-152.";
K-LS-141;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Bedeutung von LC, ohne w (wie DUP-2).;K-LS-125
K-LS-142;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Bedeutung von STF, ohne w.;K-LS-126
K-LS-145;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Beiwert 0,8 nach vorn, ohne w (wie DUP-2).;K-LS-102
K-LS-146;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Reibbeiwert 0,6 für RH-Matten, ohne w.;K-LS-109
K-LS-148;gelöscht;Themenpaket K-B;5;Ladungssicherung;mc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: veränderliche Bußgeldbeträge (BKat) ohne Prüfungsbezug; die Verantwortung der Beteiligten ist in K-LS-112 und K-LS-147 abgedeckt.";
K-LS-102;korrigiert;Dubletten;5;Ladungssicherung;mc;;"w zu 0,6 fachlich falsch: EN 12195-1 setzt 0,6 g zur Seite bei Kippgefahr an; w korrigiert.";
K-LS-105;korrigiert;Variation zurückgeholt;5;Ladungssicherung;mc;;"Variation: Begriff Kraftschluss mit Abgrenzung zum Formschluss (Gegenstück zu K-LS-106); der Ersatz K-LS-144 vergleicht Nieder- und Direktzurren. Geschwister K-LS-128 bleibt gelöscht. Optionen vereinheitlicht.";
K-LS-109;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;"Fachlich präzisiert: Der Reibbeiwert ergibt sich aus dem Prüfzeugnis (Prüfung setzte z. B. µ = 0,55 an), nicht pauschal 0,6; w entsprechend angepasst.";
K-LS-110;korrigiert;Dubletten;5;Ladungssicherung;mc;;"Distraktor „Achslasten und Gewichtsverteilung“ nicht eindeutig falsch (VDI 2700 Blatt 4 behandelt den Lastverteilungsplan); ersetzt durch „Gefahrgut“ aus K-LS-121, Rechtsgrundlagen der Ladungssicherungspflicht ergänzt.";
K-LS-111;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;"Richtige Option (Gesetzeswortlaut) war fast dreimal so lang wie die Distraktoren und dadurch erkennbar; Optionen angeglichen, Wortlaut in die Erklärung übernommen, anerkannte Regeln der Technik ergänzt.";
K-LS-112;korrigiert;Optionslängen;5;Ladungssicherung;mc;;"„Allein“ nur bei Distraktoren und Signalwort „jeder in seinem Bereich“ nur bei der richtigen Option entfernt; alle Optionen als gleich gebaute Dreiergruppen";
K-LS-115;korrigiert;Variation zurückgeholt;5;Ladungssicherung;calc;;"Variation (Sicherungskraft nach vorn) mit vorgegebener Gewichtskraft (Ersatz PX-K-037: aus der Masse); Rundungsvorgabe ergänzt.";
K-LS-126;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;"Richtige Option war doppelt so lang wie die Distraktoren; Optionen angeglichen.";
K-LS-130;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;"Richtige Option war fast doppelt so lang wie die Distraktoren; Optionen angeglichen, Erklärung um Mindestachslast und VDI 2700 Blatt 4 ergänzt.";
K-LS-131;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;"Fachlich umgebaut: Die Angabe „83° bis 90°“ ist keine Normvorgabe; die Distraktoren waren die Winkelbereiche des Direktzurrens. Jetzt wird das übertragbare Prinzip (Faktor sin α) geprüft.";
K-LS-133;korrigiert;Variation zurückgeholt;5;Ladungssicherung;calc;;"Variation (Reibungskraft) mit anderen Zahlen und Einheit N (Ersatz K-LS-117: 8.000 daN); Rundungsvorgabe ergänzt.";
K-LS-135;korrigiert;Variation zurückgeholt;5;Ladungssicherung;calc;;"Variation (Gewichtskraft aus Masse) mit anderen Zahlen (Ersatz K-LS-114: 4.200 kg); Rundungsvorgabe und Praxisbezug ergänzt.";
K-LS-136;korrigiert;Dubletten;5;Ladungssicherung;calc;;Deutsches Zahlenformat (30.000 N) in Frage und Rechenweg.;
K-LS-137;korrigiert;Variation zurückgeholt;5;Ladungssicherung;calc;;"Variation (Restsicherungskraft zur Seite) mit anderen Zahlen und Einheit N (Ersatz K-LS-119: 12.000 daN, µ = 0,3); Rundungsvorgabe ergänzt.";
K-LS-143;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;"Fehlende w ergänzt; Hinweis auf Ablegereife bei fehlendem Etikett ergänzt.";
K-LS-144;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;Fehlende w ergänzt. Optionslängen angeglichen (richtige Option war auffällig länger).;
K-LS-147;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;"Fehlende w ergänzt; Rechtsgrundlagen präzisiert.";
K-LS-149;korrigiert;Variation zurückgeholt;5;Ladungssicherung;calc;;"Variation (Gewichtskraft aus Masse, g = 9,81) mit anderen Zahlen und Ergebnis in daN (Ersatz K-LS-134: Ergebnis in N); Rundungsvorgabe ergänzt.";
K-LS-150;korrigiert;Variation zurückgeholt;5;Ladungssicherung;calc;;"Variation (Reibungskraft mit RH-Material) mit anderen Zahlen, g = 9,81 und Einheit N (Ersatz PX-K-038: vereinfacht in daN); Rundungsvorgabe ergänzt.";
K-LS-151;korrigiert;Themenpaket K-B;5;Ladungssicherung;calc;;"Fachlich falsch: Die alte Aufgabe addierte alle 4 Ketten zu einer „horizontalen Sicherungskraft“, obwohl beim Diagonalzurren je Richtung nur 2 Ketten wirken; horizontaler Winkel β ergänzt.";
K-LS-152;korrigiert;Themenpaket K-B;5;Ladungssicherung;calc;;Formel fachlich falsch: 2 × k mit k = 1,5 zählt die Kraftübertragung doppelt und ergibt zu wenige Gurte. Jetzt Formel nach DIN EN 12195-1 (Faktor 2 und sin α, ohne Sicherheitsbeiwert) mit neuen Werten.;
K-LS-153;korrigiert;Variation zurückgeholt;5;Ladungssicherung;calc;;"Variation (Restsicherungskraft nach vorn) mit Ausgang von der Masse und g = 9,81 (Ersatz K-LS-136: Gewichtskraft vorgegeben); Rundungsvorgabe ergänzt.";
PX-K-021;korrigiert;Variation zurückgeholt;5;Ladungssicherung;calc;;"Variation (Restsicherungskraft nach vorn) mit anderen Zahlen (Ersatz K-LS-118: 10.000 daN); Rundungsvorgabe ergänzt. Passt als Vorstufe zur Stirnwandaufgabe PX-K-022.";
PX-K-022;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;"Unrealistische Blockierkraft (18.000 daN ≙ 36 t Nutzlast) durch den Normwert XL (50 % der Nutzlast) ersetzt; dadurch prüfungsnahe Beurteilung mit Lösungsweg (vgl. P-FT-20231120 Aufg. 1a). Fehlende w ergänzt; die Aufgabe steht ohne das gelöschte PX-K-021 für sich.";
PX-K-023;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc→open;;"In prüfungsnahe offene Aufgabe umgewandelt (Prüfung fragt drei Nachteile); die MC-Distraktoren waren keine Nachteile, sondern falsche Aussagen, und hatten keine w.";
PX-K-030;korrigiert;Themenpaket K-B;5;Ladungssicherung;mc;;"Fehlende w ergänzt; Abhilfe ergänzt. Optionslängen angeglichen (richtige Option war auffällig länger).";
PX-K-037;korrigiert;Themenpaket K-B;5;Ladungssicherung;calc;;"Einheitenfehler im Rechenweg („80 % von 16.000 kg ergeben 12.800 daN“) korrigiert; Rechenannahmen in die Frage aufgenommen.";
K-LS-601;neu;Themenpaket K-B;5;Ladungssicherung;calc;;Lücke: Gesamtschwerpunkt der Ladung und Lastverteilungsplan (P-FT-20251111 Aufg. 2b);
K-LT-103;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;Dublette;Dublette: Gitterboxpalette wird in K-LT-114 geprüft.;K-LT-114
K-LT-107;gelöscht;Querschnitt;5;Ladungsträger und Verpackung;mc;Dublette;Dublette zu R-UW-014 (MC: Grundpflichten beim Inverkehrbringen verpackter Waren – LUCID-Registrierung und Systembeteiligung). R-UW-014 ist vollständiger (Datenmeldung, Rücknahmepflicht für Transportverpackungen, PPWR/VerpackDG) und hat die plausibleren Distraktoren.;R-UW-014
K-LT-113;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;Dublette;Dublette: Maße der Europalette werden in K-LT-101 geprüft.;K-LT-101
K-LT-115;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;Dublette;"Dublette: Palettentausch Zug um Zug; wie im Dubletten-Durchgang (DUP-2) wird K-LT-104 behalten.";K-LT-104
K-LT-118;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;Dublette;Dublette: Ladeeinheitenbildung wird in K-LT-105 geprüft.;K-LT-105
K-LT-119;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;Dublette;Dublette: Wechselbrücke mit Stützbeinen wird in K-KV-106 geprüft.;K-KV-106
K-LT-120;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;Dublette;"Dublette: LUCID-Registrierung; wie im Dubletten-Durchgang (DUP-2) wird K-LT-107 (Rechtsstand PPWR/VerpackDG) behalten; zudem veraltet (VerpackG seit 12.08.2026 abgelöst).";K-LT-107
K-LT-121;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: statische Stapellast der Europalette ist Randzahl (in der Erklärung von K-LT-102 erwähnt).;
K-LT-122;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Regallast der Europalette ist Lager-Detailwissen ohne Prüfungsbezug.;
K-LT-123;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: Maß der Düsseldorfer Palette ist Randwissen (als Distraktor in K-LT-101 enthalten).;
K-LT-124;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;Dublette;Dublette/Randzahl: Außenmaße der Gitterbox sind in K-LT-114 enthalten.;K-LT-114
K-LT-125;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;Dublette;"Dublette: LUCID-Registrierung; wie im Dubletten-Durchgang (DUP-2) wird K-LT-107 (Rechtsstand PPWR/VerpackDG) behalten.";K-LT-107
K-LT-126;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;Dublette;Dublette: Palettentausch Zug um Zug wird in K-LT-104 geprüft (im Dubletten-Durchgang behalten).;K-LT-104
K-LT-128;gelöscht;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: VDA-Kleinladungsträger sind branchenspezifisches Spezialwissen (Automobillogistik).;
K-GK-131;korrigiert + umsortiert;Themenpaket K-B / Querschnitt;5;Ladungsträger und Verpackung;calc;von Kraftverkehr/NT · Güterkraftverkehrsrecht;"Falsch einsortiert (kein Güterkraftverkehrsrecht) → Ladungsträger und Verpackung; reine Flächenrechnung durch Stellschema abgesichert. | Längs- und Querstellung waren in der Erklärung vertauscht (widersprach K-LT-109: Querstellung = 1,20-m-Seite quer zur Fahrtrichtung); Ergebnis 34 unverändert.";
K-LT-101;korrigiert;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;;"Distraktoren ohne Begründung (w); Erklärung um Höhe und Stellplätze ergänzt.";
K-LT-102;korrigiert;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;;"Distraktoren ohne Begründung (w); unklare Angabe („mittige, bewegte Last rund 1.000 kg“) aus der Erklärung entfernt.";
K-LT-104;korrigiert;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;;Distraktoren ohne Begründung (w). Im Dubletten-Durchgang (DUP-2) behalten.;
K-LT-105;korrigiert;Themenpaket K-C / Optionslängen;5;Ladungsträger und Verpackung;mc;;"Distraktoren ohne Begründung (w). | Richtige Option gestrafft; Aufzählung Umschlag/Transport/Lagerung in die Erklärung";
K-LT-106;korrigiert;Variation zurückgeholt;5;Ladungsträger und Verpackung;mc;;"Variation: Vorteil genormter Großladeeinheiten (Blickwinkel Ladungsträger); der Ersatz K-KV-101 definiert den KV. Geschwister K-KV-115 bleibt gelöscht. Unplausible Distraktoren ersetzt, w ergänzt.";
K-LT-108;korrigiert;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;;Distraktoren ohne Begründung (w).;
K-LT-114;korrigiert;Themenpaket K-C;5;Ladungsträger und Verpackung;mc;;"Distraktoren ohne Begründung (w); Erklärung um Tragfähigkeit ergänzt.";
K-LT-116;korrigiert;Themenpaket K-C / Optionslängen;5;Ladungsträger und Verpackung;mc;;"Firmenbezogene Frage (CHEP) neutral auf Mietpaletten eines Poolbetreibers umgestellt und auf die Handlung des Fahrers bezogen; Distraktoren mit w. | Abrechnung über den Pool aus der richtigen Option in die Erklärung verschoben";
K-LT-117;korrigiert;Variation zurückgeholt;5;Ladungsträger und Verpackung;mc;;"Variation zu K-LT-108: Beispiel erkennen und Einordnen in Verkaufs-/Um-/Transportverpackung statt Begriffsabgrenzung; Situation, w und Rechtsstand PPWR/VerpackDG ergänzt, Distraktor Serviceverpackung durch Versandverpackung ersetzt";
K-LT-601;neu;Themenpaket K-C;5;Ladungsträger und Verpackung;open;;Lücke: Palettenmanagement und Vermeidung von Palettenverlusten (Maßnahmenvorschläge zur Wirtschaftlichkeit wie P-OK-20251112 Aufg. 2c);
K-LR-101;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): Tageslenkzeit 9 h; K-LR-123 fragt zusätzlich die Verlängerung ab (wie DUP-2).";K-LR-123
K-LR-102;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Verlängerung auf 10 h zweimal pro Woche ist in K-LR-123 vollständig enthalten.;K-LR-123
K-LR-103;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Fahrtunterbrechung nach 4,5 h / 45 min (wie DUP-2).;K-LR-126
K-LR-104;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Aufteilung 15 + 30 min (wie DUP-2).;K-LR-127
K-LR-106;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Reduzierung der Tagesruhezeit auf 9 h, höchstens dreimal (wie DUP-2).;K-LR-129
K-LR-107;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): regelmäßige Wochenruhezeit 45 h; K-LR-130 fragt 45 h und 24 h gemeinsam ab.";K-LR-130
K-LR-108;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): reduzierte Wochenruhezeit 24 h; in K-LR-130 enthalten.";K-LR-130
K-LR-109;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): Doppelwochenlenkzeit 90 h; K-LR-125 mit Rechtsgrundlage (Art. 6 Abs. 3).";K-LR-125
K-LR-110;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Wochenlenkzeit 56 h (wie DUP-2).;K-LR-124
K-LR-113;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): Ausgleich der reduzierten Wochenruhezeit bis Ende der dritten Folgewoche; K-LR-131 mit Anhängen an 9-h-Ruhezeit.";K-LR-131
K-LR-117;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;calc;nicht prüfungsrelevant / überholt;"Nicht prüfungsrelevant: reine Division 18 h ÷ 4,5 h; unrealistisch, weil 18 h Lenkzeit ohne Tagesruhezeit angenommen werden. Die Tourplanung mit Unterbrechungen ist in K-LR-118/K-LR-119 abgedeckt.";
K-LR-122;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;calc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): identische Zahlen wie K-LR-142 (48 h + 30 h, Rest 12 h), wie DUP-2.;K-LR-142
K-LR-128;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): regelmäßige tägliche Ruhezeit 11 h; DUP-2 hat K-LR-105 als Referenz behalten und überarbeitet.";K-LR-105
K-LR-133;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): FPersV 2,8–3,5 t; seit 1.7.2026 ungenau, weil nicht auf den nationalen Verkehr beschränkt (wie DUP-2).";K-LR-114
K-LR-136;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;"Dublette (gleicher Wissenspunkt, gleiche Frageform): Handwerkerregelung; K-LR-136 nennt veraltet Art. 13/§ 18 FPersV statt Art. 3 Buchst. aa und hat keine w.";K-LR-146
K-LR-139;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;calc;nicht prüfungsrelevant / überholt;Nicht prüfungsrelevant: reine Addition von Pausenminuten ohne rechtlichen Bezug.;
K-LR-150;gelöscht;Themenpaket K-B;5;Lenk- und Ruhezeiten;mc;Dublette;Dublette (gleicher Wissenspunkt, gleiche Frageform): Aufteilung der Fahrtunterbrechung 15 + 30 min, ohne w (wie DUP-2).;K-LR-127
